id,codigo_barras,nombre,laboratorio,marca,principio_activo,requiere_receta,es_generico,categoria,subcategoria,precio_bs,ventas,stock,imagen_url,fecha_extraccion
1000773,7706440000213,NECROTÓN SUSPENSIÓN ,INCOBRA,,,False,False,Salud y medicamentos,,28200.0,0.0,0,https://lh3.googleusercontent.com/YhKyT__sGw4ncyW7a8VHwBCtBsxZ4jfwZ04hND2ggZd89d2iaWWVgzecX2lNM_vFCulbm2rZ4CkyEDX6JG0EtK5LvudKN-qxa-0,2026-01-20T02:43:10.543356
1016084,7707670342098,Nidolon 1% Suspensión ,EXELTIS,Nidolon,,False,False,Salud y medicamentos,Droguería,36950.0,28.0,0,https://lh3.googleusercontent.com/KkCYejXKRT2_2KdNC20MG4Z49Kj54ynolCSusgJ7tWJD4tYd7gPAOik3XtecBoYoR4TRuLo_bhKJBtpEDkL51-Gp1D9e1G6AdQ,2026-01-20T02:43:10.543373
1024918,7702870003022,Kazide 100mg Suspensión,LAFRANC FARM 1,,Kazide,true,False,,Droguería,45500,26.0,0,https://lh3.googleusercontent.com/faGJbNPYYhKl4CIeGetu1896qppZwxCHg4JlgfMtSWUtQ_X_hTFSbq2kawhNkRGqh2lN3RdddUPHw7AOFIx3s8DSt26OZnTcKg,2026-01-20T02:43:10.543391
1024916,7702870002971,Kazide 100mg Suspensión,LAFRANC FARM 1,,Kazide,true,False,,Droguería,68900,23.0,0,https://lh3.googleusercontent.com/DGwgNjQi0opQQPhJPkAhjepGlINbcDD5LOD7_lzM2nUNhQ6iQGbzLZSEomdOQcnIOUq1ylmhgLe25H2c5IVBbx31qLZJHxJLNO2d,2026-01-20T02:43:10.543409
1001069,7702870000830,Tromix 200mg Suspensión Oral,LAFRANC FARM 1,,Tromix,true,False,,Droguería,71900,23.0,0,https://lh3.googleusercontent.com/CieUt5v_GURfoeTNt_ViHBpJ7vjAzwoldePMCeYccGHclkpLWsMejkLoS4cRPIU1VXHY7Maxk_2d2BQdS2w1xwApvWu06h-W,2026-01-20T02:43:10.543427
1022664,7592229002680,Keflex 250mg Suspensión ,FARMA DE COLOMB,Keflex,Keflex,true,False,Salud y medicamentos,,101950.0,16,0,https://lh3.googleusercontent.com/tpv7ibzeFHmF0FGlQK-XPsgkOJCk_Wc34Ki7rYh9MhHmUkmYD0UnVWz7S_EJskX7C34m8JGgVcQidfOQBG_E3Y-6MRu-XxdugIw,2026-01-20T02:43:10.543443
1000275,7703889050748,Cetrine 10Mg Jarabe ,CHALVER COLOMBI,,Cetrine,False,False,Salud y medicamentos,,38300.0,14.0,0,https://lh3.googleusercontent.com/U_M6srkkCnxB0Gxv_k6fQbKwWPb_ncVSuoOTtUm3bu2wdQbRqlxch5eqGIUOmQp2ofsyG9XgTaBlu6MTXod1nkzn46q0D5kH5Gei,2026-01-20T02:43:10.543459
1001962,7702195043413,Baten 50Mg Suspensión Frasco,BUSSIE S.A.,Bussie,Baten,true,False,Salud y medicamentos,Droguería,82900,4.0,0,https://lh3.googleusercontent.com/IsFu-3up7tkpk4f7BK6-mSn0JDsYhgHtz9ruLbrNgsD22cZXv1UvJJujW-TaH5NCVkWEMa3ZAPE1h3C-8zFuo23TTkDw2D4DAgIF,2026-01-20T02:43:10.543476
1032078,1032078,Muxol Adultos Jarabe Frasco x 120 ml,NOVAMED S.A.,,,False,False,Tratamiento de la gripa,,34550.0,1.0,0,https://lh3.googleusercontent.com/MNCV-b9YDpwpDZ0GctJ-Hi0shdbD_NIFahyyNEg3rk5ezsMkVnkHuaYf9lTIypaRK5XUsn11r9xBzwKKR1dDXEh3HHCTlnON7Ow,2026-01-20T02:43:10.543513
1002835,7707173600084,BREMIEL NIÑOS JARABE FCO. X120ML. QUIPROPHARMA BROMHEXINA GUAYACOLAT,QUIPROPHARMA,Bremiel,,False,False,Tratamiento de la gripa,Niños,34100,1.0,0,https://product-images.farmatodo.com/Sz3qLmLB3kzozPY3LlzzGBHm27QHJbedQzpFrZ1xQpVb4tcHLtZPtqQjON91pPw65D3Xx2MBVMRjgvrXn-Ctxj9Xsp-IakvHyg,2026-01-20T02:43:10.543538
1001345,7703889108579,Hematin Fol Jarabe ,CHALVER COLOMBI,Hematin,,false,False,Salud y medicamentos,Droguería,37500.0,1.0,0,https://lh3.googleusercontent.com/S6uvzXnCmHQkMAIK9-SFh2JA524XgW7pj-IiqopTaeDj4jAtLYR_zb-DKdTtIBRQAQKzI0JfdeolPCOQFcraPP1IdLEoVcYOXNM,2026-01-20T02:43:10.543555
1000779,7706440000725,NEURO-15 JARABE FCO. ,INCOBRA,,,False,False,,,29900.0,1.0,0,https://lh3.googleusercontent.com/G59IFlABRWltjVfSIEpTAQCke5eiH6rn6uOQ4ewxF1l2Pe48MDLTwGdG-WlCTwjjeBiH0i5G12Xa3LU_71v-Ud7a4A-X9n3hOw8fH9Xnn7J9RcIC,2026-01-20T02:43:10.543574
1050604,34691140,Sumadax 36mg Suspensión Oral,Sumadax,Sumadax,Sumadax,False,False,Salud y medicamentos,Droguería,92950,0.0,0,https://lh3.googleusercontent.com/-ii8j1D-6qaOSWtbZcyITNrUWxrYOd5jXapxhCJnoEPdaUuIHB5jvtZYalOfPWxIwGLC-ynK91USYmxDlAR9lFPyuDcRte_W_g,2026-01-20T02:43:10.543618
1050224,7707334710348,FOSTREN 3G SUSPENSIÓN ,NEVOX,,Fostren,True,False,,,72450.0,0.0,0,https://lh3.googleusercontent.com/YlPcb8nqTfUez4_I7RKQX8PhwKfoTpjtrWALRnJLOB6iyFEaiMFz9vYjVOWJCh8kzDcPxKiBc9pJ594h3-PiYGENGrbbE6o0jGw,2026-01-20T02:43:10.543636
1037560,143672178,Tussyl Miel Jarabe Frasco,Tussyl,Tussyl,,False,False,Tratamiento de la gripa,Tratamiento de la tos,28850,0.0,0,https://lh3.googleusercontent.com/lWhwf6VBcETDxkGnTXei5f-jkr6fl-knb9cUFNzgTh026m76QdIpjt49aX7Kc5sa_8B0L-00CxEGZwhasFmetMQVwQfw_lyNT_o,2026-01-20T02:43:10.543653
1034429,39941156,Dispendador De Jarabe Para,General,General,,False,False,"Vasos, platos, envases, cocina y picnic",Cocina y picnic,0,0.0,0,https://lh3.googleusercontent.com/exTrlxb4DDDXvPfaRL_RJL0cncl69eWW1vUf2J_DiIf2b7mstsK1Haj7vrfmhI7dcKUV5dsVC15tvm1llwJ_4DdNDBV8tvpP5A,2026-01-20T02:43:10.543672
1034170,2573144,Azibay 900mg Suspensión,General,General,Azibay,False,False,"Vasos, platos, envases, cocina y picnic",Cocina y picnic,0,0.0,0,https://lh3.googleusercontent.com/exTrlxb4DDDXvPfaRL_RJL0cncl69eWW1vUf2J_DiIf2b7mstsK1Haj7vrfmhI7dcKUV5dsVC15tvm1llwJ_4DdNDBV8tvpP5A,2026-01-20T02:43:10.543691
1027559,60252742,Ibuprofeno Niños Jarabe X,General,General,Ibuprofeno,False,False,"Vasos, platos, envases, cocina y picnic",Cocina y picnic,0,0.0,0,https://lh3.googleusercontent.com/exTrlxb4DDDXvPfaRL_RJL0cncl69eWW1vUf2J_DiIf2b7mstsK1Haj7vrfmhI7dcKUV5dsVC15tvm1llwJ_4DdNDBV8tvpP5A,2026-01-20T02:43:10.543704
1027558,157316901,Ibuprofeno Niños Jarabe X,General,General,Ibuprofeno,False,False,"Vasos, platos, envases, cocina y picnic",Cocina y picnic,0,0.0,0,https://lh3.googleusercontent.com/exTrlxb4DDDXvPfaRL_RJL0cncl69eWW1vUf2J_DiIf2b7mstsK1Haj7vrfmhI7dcKUV5dsVC15tvm1llwJ_4DdNDBV8tvpP5A,2026-01-20T02:43:10.543716
1027379,101746514,Oft 2 Jarabes De Calendula,General,General,,False,False,"Vasos, platos, envases, cocina y picnic",Cocina y picnic,0,0.0,0,https://lh3.googleusercontent.com/exTrlxb4DDDXvPfaRL_RJL0cncl69eWW1vUf2J_DiIf2b7mstsK1Haj7vrfmhI7dcKUV5dsVC15tvm1llwJ_4DdNDBV8tvpP5A,2026-01-20T02:43:10.543777
1021951,7895394,Inst Clorotrimeton Jarabe,General,General,,False,False,"Vasos, platos, envases, cocina y picnic",Cocina y picnic,0,0.0,0,https://lh3.googleusercontent.com/exTrlxb4DDDXvPfaRL_RJL0cncl69eWW1vUf2J_DiIf2b7mstsK1Haj7vrfmhI7dcKUV5dsVC15tvm1llwJ_4DdNDBV8tvpP5A,2026-01-20T02:43:10.543821
1021949,103219269,Inst Clarityne Jarabe X,General,General,,False,False,"Vasos, platos, envases, cocina y picnic",Cocina y picnic,0,0.0,0,https://lh3.googleusercontent.com/exTrlxb4DDDXvPfaRL_RJL0cncl69eWW1vUf2J_DiIf2b7mstsK1Haj7vrfmhI7dcKUV5dsVC15tvm1llwJ_4DdNDBV8tvpP5A,2026-01-20T02:43:10.543844
1021922,1272113,Inst Aerius Jarabe X 60 Ml,General,General,,False,False,"Vasos, platos, envases, cocina y picnic",Cocina y picnic,0,0.0,0,https://lh3.googleusercontent.com/exTrlxb4DDDXvPfaRL_RJL0cncl69eWW1vUf2J_DiIf2b7mstsK1Haj7vrfmhI7dcKUV5dsVC15tvm1llwJ_4DdNDBV8tvpP5A,2026-01-20T02:43:10.543864
1012457,59187351,Plasil 1mg Jarabe Frasco,Plasil,Plasil,Plasil,False,False,Salud y medicamentos,Droguería,15450,0.0,0,https://lh3.googleusercontent.com/exTrlxb4DDDXvPfaRL_RJL0cncl69eWW1vUf2J_DiIf2b7mstsK1Haj7vrfmhI7dcKUV5dsVC15tvm1llwJ_4DdNDBV8tvpP5A,2026-01-20T02:43:10.543906
1001437,122828695,Stugeron 75mg Suspensión,,,Stugeron,False,False,,,39750,0.0,0,https://lh3.googleusercontent.com/exTrlxb4DDDXvPfaRL_RJL0cncl69eWW1vUf2J_DiIf2b7mstsK1Haj7vrfmhI7dcKUV5dsVC15tvm1llwJ_4DdNDBV8tvpP5A,2026-01-20T02:43:10.543931
1000019,152246659,Zaditen 1mg Jarabe Frasco,Zaditen,Zaditen,Zaditen,False,False,Salud y medicamentos,Droguería,37300,0.0,0,https://lh3.googleusercontent.com/EPXWe29989KqRAk03uF-VRuVxFbAsaPcTFvM2VzLppSLoElm8pHJtKCCpivWsquF5MYyde4Wu95LjyJEfKgnuWcVGBNAH_osJq4,2026-01-20T02:43:10.543950
1001041,7501088616204,Tobradex 0.3% Suspensión,AXON SAS,Novartis,,true,False,Salud y medicamentos,Droguería,59900,99.0,0,https://lh3.googleusercontent.com/1TqOPToHHZtkCy1x4srTRhkSGiVrmeiFNtTlmMvQOjffbPcWyU-KHtaYlb7M-WDI1ClIHPqYnPM2ygt_pKBCGaCXkJ3y3DxZOwg,2026-01-20T02:43:10.543967
1002635,7702057070151,Acetaminofén MK Niños Jarabe,TECNOQ OTC 2,MK,Acetaminofén,false,False,Alivio del dolor,Dolor general,9100,97.0,0,https://lh3.googleusercontent.com/RHBbFQ5A6DWMbQ4hDQz0Lc2Mc0jpHH-jFBXcAlCmDHnw1vsRPjPvvktmOu-v7gpPzzDceoWCkKMKjYMFrVmNvckHAUZXNoemMQ,2026-01-20T02:43:10.543979
1000509,7707236672119,Flumex 0.1% Suspensión ,ABBVIE.,Allergan,,true,False,Salud y medicamentos,Droguería,37950.0,2.0,0,https://lh3.googleusercontent.com/vFemUinMBkgmHH8LI-x7LsBUCL_hpKO-0FkPbkHxa5af5-_H9sGEMeOmnmmKWdl0snqHvRYnApE6UxuthWUsodCP7rpjzlx5el0,2026-01-20T02:43:10.543997
250750031,7703763780105,Bromhexina 8mg/5ml Jarabe Frasco x 120 ml,LA SANTE,Bromhexina,Bromhexina,False,False,Salud y medicamentos,Droguería,20950.0,1.0,0,https://lh3.googleusercontent.com/BOkLEnRrzacPX0h37HBhZPltVX0PcJ07yk5tMfrHo0xpHQW9KP8KOAS5YVMGcPMlR3pTGY7FvRAQRDOJ4h6w1oX6V1ebQCueD6-dnMlrcrtIkJY,2026-01-20T02:43:10.544016
1013634,7707172689226,DOLEX G NIÑOS JARABE ,HALEON OTC,,,False,False,,,19800.0,1.0,0,https://lh3.googleusercontent.com/rBMya3XOGrM03itXjAe3pJwu8WYFIhE3Rp2FvINUlSs_yWAXqD6HvZSSbeCxQX2SW-PYFkk2jZNgRnST6E6f7Aw1EJF-gA8lRw,2026-01-20T02:43:10.544034
275050710,5000456062435,//Lokelma 10 gr Suspensión Oral Caja x 3 Sachets ,ASTRAZENECA COL,Lokelma,,false,False,Salud y medicamentos,Droguería,252100,0.0,0,https://product-images.farmatodo.com/2VcojpkNM5z9zCXN-3LFpT66Io4lrVWJ1mljgo6FGKQnXE90hoStJ998sh8VVr5yxqeBKw53iWNSOuBHrSdihnbualH95bTKeEfn3vNqUWvTsBs0Dw,2026-01-20T02:43:10.544054
229800276,1234561650018,Noraver Garganta Menta Jarabe Frasco x 120 ml,,,,False,False,,,36950,0.0,0,https://product-images.farmatodo.com/xWcVOHsUAnHiUI65BIPrloVhvIE75DUYEvIku2udmEZw6uwXXKYE8b4FIwFGIwN_HqwH-RtKDiO8Z5ylYUfDC0h9HdipEAWEPd2Tx4g9TdejSw88,2026-01-20T02:43:10.544075
224350018,7707397790981,Dolex Niños 2+ Jarabe Sabor Frambuesa Frasco x 90 ml,HALEON OTC,Dolex,,False,False,Tratamiento de la gripa,Niños,19900.0,0.0,0,https://lh3.googleusercontent.com/R_ADOqE_IuhHEG4G9yKcwfiHTCzq_A0wreBTDhwoQIcQa4fgbPvdevGEzLCKetRw12gLJLltq5NOCtPkg6VmAXsP1IkOcI7LKhydo6bqWM-rWOdn,2026-01-20T02:43:10.544102
1052923,7704039117960,AXOFIN  20MG/ML JARABE ,LEGRAND S.A,,Axofin,False,False,,,50950.0,0.0,0,https://lh3.googleusercontent.com/exTrlxb4DDDXvPfaRL_RJL0cncl69eWW1vUf2J_DiIf2b7mstsK1Haj7vrfmhI7dcKUV5dsVC15tvm1llwJ_4DdNDBV8tvpP5A,2026-01-20T02:43:10.544121
1051018,7707040610116,LIMITOX 300/4MG JARABE ,ETICOS,,,False,False,,,22500.0,0.0,0,https://lh3.googleusercontent.com/fnOTDkzkjwoWw0LaVgLByeGrLCqBjpjYxg0iViIVtmiynUoBAA1CiC6iFbAeSEyXaUVO4p7r12s3kZ_JpwjrAxjCvBHabp7FIqo,2026-01-20T02:43:10.544138
1046954,7703763993826,HEDRALIV 0.7% JARABE ,JGB OTC 2,,,False,False,,,24900.0,0.0,0,https://lh3.googleusercontent.com/Om49fFndT7QEQS77rFeQGcmAket1EjhUTL5yIXD-ubcSS6gDoLmYPeTVnKFTUtxcVFSHOTwy70TqQDK5RNt5hbTDwaLT3STZ9xg,2026-01-20T02:43:10.544155
104265249,7707232094670,Activox 250 g Jarabe Frasco x 180 ml,,,Activox,False,False,,,26250,0.0,0,https://product-images.farmatodo.com/cOMcKMN1089mKswd96Y_jJTN3mPgTiRsssbQiz70mUFCX3nmUJogR5wst5wt8YKh2Uv1mdfCfNdFaLkNxRs074S3MKu_XxjEQSw,2026-01-20T02:43:10.544177
1035718,68323476,Amoxal 250mg/5ml. Suspensión,Amoxal,Amoxal,Amoxal,False,False,Salud y medicamentos,Droguería,29450,0.0,0,https://lh3.googleusercontent.com/exTrlxb4DDDXvPfaRL_RJL0cncl69eWW1vUf2J_DiIf2b7mstsK1Haj7vrfmhI7dcKUV5dsVC15tvm1llwJ_4DdNDBV8tvpP5A,2026-01-20T02:43:10.544195
1021946,163940,Inst Clarityne D Jarabe,General,General,,False,False,"Vasos, platos, envases, cocina y picnic",Cocina y picnic,0,0.0,0,https://lh3.googleusercontent.com/exTrlxb4DDDXvPfaRL_RJL0cncl69eWW1vUf2J_DiIf2b7mstsK1Haj7vrfmhI7dcKUV5dsVC15tvm1llwJ_4DdNDBV8tvpP5A,2026-01-20T02:43:10.544214
1019158,50632256,Mailen 0.5mg Jarabe Frasco,General,General,,False,False,"Vasos, platos, envases, cocina y picnic",Cocina y picnic,0,0.0,0,https://lh3.googleusercontent.com/exTrlxb4DDDXvPfaRL_RJL0cncl69eWW1vUf2J_DiIf2b7mstsK1Haj7vrfmhI7dcKUV5dsVC15tvm1llwJ_4DdNDBV8tvpP5A,2026-01-20T02:43:10.544233
1013267,43386963,Dolex Niños 0+ Suspensión,Dolex,Dolex,,False,False,Alivio del dolor,Niños,10900,0.0,0,https://lh3.googleusercontent.com/exTrlxb4DDDXvPfaRL_RJL0cncl69eWW1vUf2J_DiIf2b7mstsK1Haj7vrfmhI7dcKUV5dsVC15tvm1llwJ_4DdNDBV8tvpP5A,2026-01-20T02:43:10.544251
214250275,7706569282224,Bromhexina AG 8mg/5ml Jarabe x 120 ml,LAFRAN AMER GEN,Bromhexina,Bromhexina Ag,,False,Tratamiento de la gripa,Descongestionante,14050.0,1.0,0,https://lh3.googleusercontent.com/LlrWmiIv6gyw59gOXFd4CC-AcKceH-BxrusL-PXr1R7xH-_JeF96CGrXpBfBJ0Jv8n5GVK0-_VtM2rIkusdLHRp4o046Oc5e9-kp,2026-01-20T02:43:10.544270
240950216,8901117251175,Beclort Beclometasona Dipropionato 250Mcg Suspensión para Inhalación x 1 und,Cipla,Cipla,Beclometasona,False,False,,,18000,0.0,0,https://product-images.farmatodo.com/SJFfCEGthACT7o4pQR8pH7bsNbuh4RooSpzIleYstKAO9kiyzZ21mBtwVzP5h7_10RwfWAIvzWBDcsBkySTw0kXuQIXZtkOiLzMVuywcQqWPRaM5bg,2026-01-20T02:43:10.544288
236700345,7702057716745,Ketotifeno 1mg/5ml Mk Jarabe Frasco x 100 ml,Tecnoquímicas,Tecnoquímicas,Ketotifeno,False,False,,,18000,0.0,0,https://product-images.farmatodo.com/FJJYuwUWTvQ7qLP6q17DOYG_BxbO6JuecaOIR4BCHAUDshm1dm9pYN3yCe7fr0XZ5_JAKF897tDnGP2lxlE_u8LoIppSfkMA5IhncYqpU3y2VbJy,2026-01-20T02:43:10.544307
104265003,7707016404718,Solo Online Mucosar Sambucus Jarabe ,,,,False,False,,,15050,0.0,0,https://product-images.farmatodo.com/VdF1TDPsyA9C3RjxhIqanqWNgLiolZ4a_fGbwgw1OXdEquGbAEK2Pyjwo8sOL6DkUVznfbC6eU2xMw2PMNZknwSVtkEUz-yhIWo,2026-01-20T02:43:10.544347
1028322,71696928,Klear Tos For Kids Jarabe,General,General,,False,False,"Vasos, platos, envases, cocina y picnic",Cocina y picnic,0,0.0,0,https://lh3.googleusercontent.com/exTrlxb4DDDXvPfaRL_RJL0cncl69eWW1vUf2J_DiIf2b7mstsK1Haj7vrfmhI7dcKUV5dsVC15tvm1llwJ_4DdNDBV8tvpP5A,2026-01-20T02:43:10.544366
214100066,7706569972439,Fexofenadina Clorhidrato AG 30mg/5ml Suspensión x 150 ml,LAFRAN AMER GEN,AG,Fexofenadina,false,False,Salud y medicamentos,Droguería,42000.0,1.0,0,https://lh3.googleusercontent.com/m0qE3DX0b4JeEjhg_ka2X8cdJqmWjuD0aBQhuS5frEu-z5I6HloscSbCqs6A7hGNI77lGyaxazUBZPvN8hEJllt_qCmCEBVrQexglZXSFNxAlnzbsw,2026-01-20T02:43:10.544380
1001305,7702560026683,Elixir Hierro y Complejo B Jarabe JGB Frasco x 310 ml,JGB OTC 2,JGB,Complejo B,False,False,Suplementos dietarios,Multivitamínicos,11700,1.0,0,https://lh3.googleusercontent.com/hxDhltqsBJW5lomhdF2L_Nj7GREAQ_fvabFbvA_eJ_2vTbamuyhIAZv3EuCdxjpy4CNPiExXUBeypNjMLJ9ak85QQgK_m9CajZ8yIseaUiqCkb9F,2026-01-20T02:43:10.544396
240050357,7709102493408,Levocetirizina 2.5mg/5ml Zyxem Jarabe Frasco x 60 ml,Farmacol,Farmacol,Cetirizina,False,False,,,56000,0.0,0,https://product-images.farmatodo.com/tS8I459fDtcdR1K3GKaz4B0U6kVE9zYAIYMkwMrm7UFeggPA6oLciiZPKshOIGAB4ePaBB-m_XoWDPud46x0JyZpQ-o7zVhbLthtbWpoD0SdHDJn,2026-01-20T02:43:10.544408
1039836,7703763540426,Sulamp Sultamicilina 500mg/5ml Galeno Polvo Suspensión Oral Frasco x 120 ml,BUSSIE PHARMETIQUE,Sulamp,Sulamp Sultamicilina,true,False,Salud y medicamentos,Droguería,99950,1.0,0,https://lh3.googleusercontent.com/Wo3O5kwYoXQFLU-7UNb_QKyrpB6hgTeLcaKeHftE-fYK-Vsp9pS7uc9MP2_lH_i15fwHGIR4Blf4k3xlDmhaCNXlEML1CfYKOuQ1pqQCOPKi7ocH,2026-01-20T02:43:10.544431
1000394,7705959009656,Dihidrocodeína Genfar 12.1Mg,GENFAR S.A.,,Codeína,false,False,,Droguería,11900,90.0,0,https://lh3.googleusercontent.com/ou5E2HoO4SlRCvfJz2vCYgA8mGVSBnTqCCcKbz-bYgzGw8syOwBvgkAtvi3u5rd6tOO8U1ATSl9iLBYP38_VjAKfh38S9OAwjw,2026-01-20T02:43:10.544448
1033539,7703763190447,Analper Pediátrico 150Mg,JGB OTC 2,Analper,Analper Pediátrico,false,False,Alivio del dolor,Niños,15900,22.0,0,https://lh3.googleusercontent.com/g0iDGNBCC427-Z42AN4pRFy-o0_9ZSYAJda95ARznnAgmoqK1Hj66leaxtRstpaSVvxKGC4ut3bewyk8vNX9rQcAFPLylQNjre8,2026-01-20T02:43:10.544504
1000107,7702605100330,Amoxicilina Genfar 500Mg,GENFAR S.A.,,Amoxicilina,true,False,,Droguería,15500,15.0,0,https://lh3.googleusercontent.com/PrizTB9t5FZfvDFRf32bIxIxfW1N1_guQrkhIzCk79ReuhJw0xi8CNKYPOw2a1NBw3o-jbWhs1ltjEp8ctNeW6f7JYm4n9rdXQ,2026-01-20T02:43:10.544519
1002647,7702605103843,Secnidazol Genfar 500Mg,GENFAR S.A.,,Secnidazol Genfar,true,False,,Droguería,10900,3.0,0,https://lh3.googleusercontent.com/NqyOVTdHN3bbfFjJRZhV7kOA7TgWDygIdn4F8iydDNZ5n0cBl9FbypeqOy64SgptzgPzA4opbrLx7_lJRi7lHw6jsU2Jym3Vkws3,2026-01-20T02:43:10.544593
1055459,7703763994007,Domperidona La Sante 1mg/ml,LA SANTE,,Domperidona,false,False,,Droguería,9000,2.0,0,https://lh3.googleusercontent.com/ZA3RZUmSwu9i9Zd3TNNVxRxFu_R9UrX4SIJi4D-xpO3MuXJookZd8bhqwM7NsT5Jj5ubfgKmZw8AV7yVWAmaeQfOfRjYrumt33jy,2026-01-20T02:43:10.544608
1047947,7706569022776,Azitromicina 200Mg/5 ml,LAFRAN AMER GEN,,Azitromicina,true,False,,Droguería,12900,2.0,0,https://lh3.googleusercontent.com/zwyMHoeLVVAPM3AtQ3DKWReNtTWnDU2_gj9RhvAaHvp18e40ETaGQJ6OFS6dJhlstpGj7IzUlDCpyF5ZPqzRcRdfZKK5p0z6x4vm,2026-01-20T02:43:10.544647
1051289,8901175026685,Koact 312.5 250/62.5mg ,NOVAMED S.A.,,,true,False,Salud y medicamentos,,80700.0,1.0,0,https://lh3.googleusercontent.com/sXgPMEjg2W8aqQuhTRcXJ1fRnCZsQWRip3PpU-_7BKspnz3m1J4ovYjGo4xa81XsHlO2EKqdsBnVm8fVUTsmi12pXoGbr4EFC6Bp,2026-01-20T02:43:10.544679
1044154,7501092720485,OMNARIS 0.714MG ,ASTRAZENECA COL,,,False,False,Salud y medicamentos,,57900.0,1.0,0,https://lh3.googleusercontent.com/gPbB6bKx2Hif7G46Fj6zM5NvdIAQ0lRSiieYMOfYExwrwCmvJ_4Hcw9xmmnniicbJ_XSDINz5Up6kZyUzXoBIQ4aescb9EV8HR8,2026-01-20T02:43:10.544699
1034169,7415100400125,AZIBAY 600MG ,BAYERING PHARMA,,Azibay,True,False,Salud y medicamentos,,49950.0,1.0,0,https://lh3.googleusercontent.com/_UEBoxGvOEgSRf_ZkLZQGXLH3G6EEm1iGhgPQNHnud6mK2nYr5tPHy2gA1wQPat_UwSyZh46C3ho9Et-RMjU5OpMJq03VJzX29o,2026-01-20T02:43:10.544715
1011468,7703283125059,Unasyn 250mg/5Ml ,PFIZER S.A.,Pfizer,Unasyn,true,False,Salud y medicamentos,Droguería,102550.0,1.0,0,https://lh3.googleusercontent.com/VQN3K2xc6OtS2AqaNieSQuf38_QfPLi_M7G__dCyyyFrYEDhJRDZv1xt-40_JuC0lDgrrMjUF7dkBDrdTcGnE-gJqzziiiY2Gw,2026-01-20T02:43:10.544731
1001197,7501043173179,Zantac 150mg/10Ml. ,GLAXO FARMA,,Zantac,False,False,Salud y medicamentos,,100900.0,1.0,0,https://lh3.googleusercontent.com/fdrx1Tj_YttBot0CLc3WoMpV1Zje_yUtGg_EXSMwg65QD7yP1zRJJMeOwKnOuyGxJPwwevXy-bb7oMp1ftb5dcK227mIUNuXkC8,2026-01-20T02:43:10.544783
1000934,7702605102426,SALBUTAMOL GENFAR 2MG ,GENFAR S.A.,,Salbutamol,False,False,,,8300.0,1.0,0,https://lh3.googleusercontent.com/exTrlxb4DDDXvPfaRL_RJL0cncl69eWW1vUf2J_DiIf2b7mstsK1Haj7vrfmhI7dcKUV5dsVC15tvm1llwJ_4DdNDBV8tvpP5A,2026-01-20T02:43:10.544797
1035719,40928343,Amoxal 500mg/5ml.,,,Amoxal,False,False,,,32300,0.0,0,https://lh3.googleusercontent.com/exTrlxb4DDDXvPfaRL_RJL0cncl69eWW1vUf2J_DiIf2b7mstsK1Haj7vrfmhI7dcKUV5dsVC15tvm1llwJ_4DdNDBV8tvpP5A,2026-01-20T02:43:10.544859
103361870,7707172688687,AMOXAL 250MG/5ML. ,GLAXO FARMA,,Amoxal,True,False,,,30500.0,0.0,0,https://lh3.googleusercontent.com/exTrlxb4DDDXvPfaRL_RJL0cncl69eWW1vUf2J_DiIf2b7mstsK1Haj7vrfmhI7dcKUV5dsVC15tvm1llwJ_4DdNDBV8tvpP5A,2026-01-20T02:43:10.544876
1033198,7415100400279,CEFABAY 250MG./5ML. ,BAYERING PHARMA,,Cefabay,True,False,Salud y medicamentos,,32900.0,0.0,0,https://lh3.googleusercontent.com/GUHYCFp-8WIexTHbD2UEtRJAirSL508-fX-uczbfguwRkdoHt8hkvTpARlmi74UdlJnNJMcQw6OtpdREBlQ3khn9lGbjTgaae-lX,2026-01-20T02:43:10.544892
1016251,58986579,Trimebutina Genfar 200mg,,,Trimebutina Genfar,False,False,,,13400,0.0,0,https://lh3.googleusercontent.com/exTrlxb4DDDXvPfaRL_RJL0cncl69eWW1vUf2J_DiIf2b7mstsK1Haj7vrfmhI7dcKUV5dsVC15tvm1llwJ_4DdNDBV8tvpP5A,2026-01-20T02:43:10.544919
226100872,7707288824993,Mesalazina 4g/60 Ml ,HUMAX,Humax,Mesalazina,False,False,Salud y medicamentos,,165950.0,9,0,https://lh3.googleusercontent.com/YzFdFL_GPRTjHcg0bm2JSfVt5sDaihaJw4eB1zfGcp2wKfIQmrw5kU0QMCCq_1zgsu9rvNaCjddD-9F_g8fVfFE3-w3yu3XGL0wUjWTwfASldlb6,2026-01-20T02:43:10.544942
1033196,7415100400187,AMOXIBAY 250MG/5ML ,BAYERING PHARMA,,Amoxibay,True,False,Salud y medicamentos,,18700.0,0.0,0,https://lh3.googleusercontent.com/gnupoU_PjgSMEcNHMBto7EHpX0t01AB81QUjkgHxtHPyWh-2j2Cpp-fW3mZUlXBUglEF2wQYOwfXsjpZEQviq2kWiGp0YwMd0pXb,2026-01-20T02:43:10.544959
